song_name,genre,popularity,danceability,energy,sentiment,songsnap
EvacuateTheDancefloor-Cascada,4,0,0.7045648,0.69842577,fear,"""Evacuate the Dancefloor"" by Cascada is a fear-infused 4-genre dance track with a high energy rating of 0.70 and good danceability of 0.70. Despite not being popular, its infectious beat will make you want to move your feet and forget your worries on the dance floor."
FeelItAllAround-WashedOut,3,0,0.48875126,0.8845552,joy,"""FeelItAllAround"" by Washed Out is a hidden gem exuding joy with a dreamy mix of electronic melodies. While not popular, its high energy rating of 0.88 and moderate danceability at 0.48 make it an upbeat track perfect for a chill day groove."
OutinSpace-S.P.O.C.K,4,0,0.59377956,0.7914859,anger,"""Get ready to blast off into space with OutinSpace-S.P.O.C.K, a fiery track filled with anger. This non-popular song in genre 4 is high-energy (0.79) and moderately danceable (0.59). Unleash your frustration and dance the night away to this hidden gem!"""
HowDoYouDoIt?-RobDeNijs,3,0,0.6316178,0.7106841,anger,"""HowDoYouDoIt? by Rob De Nijs is a hidden gem of anger, blending elements of genre 3 with a lively energy rating of 0.71 and danceability score of 0.63. Despite not being popular, its emotive vibes make it a unique musical discovery."""
IWantToFly-OfraHaza,3,0,0.67697847,0.56180936,joy,"""IWantToFly-OfraHaza"" by Ofra Haza is a hidden gem, radiating joy with its upbeat energy and danceable rhythm. Despite not being popular, this song is a joyful escape that will make you want to spread your wings and soar."
L.A.Blues-TheStooges,3,0,0.4002317,0.75307935,joy,"Dive into the joyful chaos of ""L.A.Blues"" by The Stooges. With a genre-defying energy rating of 0.75, this hidden gem might not be mainstream, but its wild spirit and unique sound are sure to captivate those who dare to listen."
Roni-BobbyBrown,4,0,0.6713506,0.5930544,joy,"""Roni"" by Bobby Brown is a joyful song with upbeat energy and danceable vibes. While it may not be popular, its genre-defying charm makes it a hidden gem for those in the know. Let the music take you on a groove-filled journey!"
ThisIsHowWeDo-KatyPerry,4,0,0.5584027,0.79417676,joy,"Join Katy Perry on a joyous ride with ""This Is How We Do."" With a genre of 4, this energetic and danceable track radiates fun vibes. While it may not be popular, it's sure to lift your spirits and get you moving to the beat!"
NusLà-Bas-Tété,3,0,0.7191502,0.49408647,anger,"Discover the raw, untamed energy of ""NusLà-Bas-Tété."" Infused with anger, this genre-3 track is a hidden gem, yet to be unearthed by the masses. With a danceability rating of 0.72, let its fiery beats transport you to a world of unbridled expression."
Amazon-JoãoDonato,3,0,0.6278168,0.4927146,anger,"""Amazon-JoãoDonato"" is an energetic and danceable song in the anger genre. Despite not being popular, its vibrant beats and compelling rhythm are sure to make you groove. Let's give this hidden gem a chance to ignite your playlist!"
Emergence-Trifonic,6,0,0.4609188,0.35976082,joy,"""Emergence-Trifonic"" is a hidden gem with joyful vibes. Its genre is a mystery. With a moderate energy level and somewhat danceable beat, this underrated track is a musical treasure waiting to be discovered. Non-popular but full of fun!"
MeditationsForMoses-CharlesMingus,4,0,0.54458433,0.4258783,joy,"""MeditationsForMoses"" by Charles Mingus is a hidden gem of joy with a fusion of diverse genres, featuring a moderate energy level and upbeat danceability. Despite not being widely known, its infectious spirit is sure to uplift your mood and make you groove along."
NoSurvivors-CerebralFix,6,0,0.19084851,0.8847597,joy,"""Unearth the hidden gem 'NoSurvivors' by CerebralFix, a joyful tune radiating high energy with a unique genre blend. While not popular, its infectious beats invite you to groove, transcending its modest danceability rating. Discover your new favorite underdog anthem today!"""
VastChanges-Regentum,6,0,0.3663648,0.20933105,anger,"""VastChanges-Regentum"" is an underground gem exuding angry vibes in the genre of 6. With an energy rating of 0.21, this track may not be popular, but its danceability at 0.37 will surely get you moving to its unique and intense sound."
SmartyPants-FirstChoice,4,0,0.6543698,0.7330497,joy,"""SmartyPants-FirstChoice"" is a hidden gem exuding joy with a genre-defying sound. Despite not being popular, its lively energy (0.73) and danceable beats (0.65) make it a must-listen for those seeking a unique musical experience."
WhenDoomdaysHasCome-Procession,6,0,0.3373384,0.92285085,sadness,"""WhenDoomdaysHasCome-Procession"" is a melancholic song with a genre number 6. Despite its low popularity, the track emanates high energy (0.92) but moderate danceability (0.33). Listen to this hidden gem for a unique emotional journey through its stirring melodies and poignant lyrics."
TooClose-Next,4,0,0.697852,0.6944577,joy,"""Too Close"" by Next is a hidden gem in the music world, radiating joy through its infectious beats. Despite not being widely known, this song's high energy and danceability make it perfect for getting the party started. Let's give it the recognition it deserves!"
Mabonneétoile-JoeDassin,3,0,0.62124056,0.69070506,joy,"""Mabonneétoile-JoeDassin"" is a joyful song with a genre rating of 3. It has a high energy level and decent danceability, making it a fun and vibrant choice for music lovers. While not popular, it has the potential to brighten up your playlist with its cheerful vibes."
WhatMatteredMost-TyHerndon,3,0,0.49614444,0.44018337,sadness,"""WhatMatteredMost"" by Ty Herndon is a hidden gem of a song that delves into themes of melancholy. With a genre rating of 3, moderate energy, and decent danceability, this underrated track may not be popular, but it's definitely worth a listen for its emotive storytelling and catchy beats."
WouldYouGoWithMe-JoshTurner,3,0,0.6310402,0.6021013,joy,"""Would You Go With Me"" by Josh Turner is a joyful country song with a danceable beat (Energy: 0.60, Danceability: 0.63). While not currently popular, its lively melody and heartfelt lyrics make it a fun and underrated gem in the country genre."
ARitmoGalé-GrupoGalé,3,0,0.6416406,0.49621624,joy,"""ARitmoGalé"" by GrupoGalé is a hidden gem bursting with joy. With a genre that will get you moving, this upbeat track has a moderate energy level and decent danceability. Although not popular, its infectious rhythm will have you grooving in no time."
Vasen-FolkAestheticVersion-Tenhi,3,0,0.5962214,0.28598526,fear,"""Experience the eerie and soul-stirring sounds of 'Vasen-FolkAestheticVersion-Tenhi'. With a sentiment of fear, this genre 3 track unfolds with a danceable beat and moderate energy level. While not a popular tune, its emotive essence captivates those who dare to delve into its haunting melodies."""
ThrowItInTheBag-FabolousFeaturingThe-Dream,3,0,0.67713916,0.61558044,anger,"""Throw It In The Bag"" by Fabolous featuring The-Dream is a high-energy song with a groovy beat perfect for dancing. Despite not being a popular track, its angry sentiment and catchy rhythm make it a fun addition to your playlist. Let loose and vibe to this hidden gem!"
StraightToYourHeart-BadEnglish,3,0,0.6393996,0.72244644,sadness,"""Travel straight to your heart with a touch of sadness in Bad English's hidden gem. Genre 3 vibes with a playful energy of 0.72 and danceability of 0.64. While not popular, this song is a delightful blend of emotions waiting to be discovered."""
OverrideoftheOverture-Dismember,4,0,0.6810881,0.83618486,anger,"""Get ready to unleash your inner rage with 'OverrideoftheOverture' by Dismember. This underground metal track packs intense energy and decent danceability. Despite its lack of popularity, it's a hidden gem for those seeking raw, aggressive music."""
PerfumedeGardenia-LaSonoraSantanera,3,0,0.54970247,0.7068013,joy,"""Perfume de Gardenia"" by La Sonora Santanera is a joyful song with a lively energy level. Although not popular, this charming tune in genre 3 is perfect for dancing and spreading happiness. Enjoy the infectious beats and let this hidden gem brighten your day!"
Dreamer-TheAssociation,3,0,0.60568094,0.54939926,anger,"""Dreamer"" by The Association is an energetic and danceable song with a sentiment of anger. Despite not being a popular track, it brings a creative twist to the genre, making it a hidden gem for those seeking unconventional music vibes."
Love-TheLettermen,3,0,0.5173014,0.17068875,love,"""Love"" by The Lettermen is a charming love song with a delightful melody. Despite not being popular, its romantic sentiment and medium energy make it perfect for a cozy evening dance. With a genre classification of 3, this song is a hidden gem waiting to be discovered."
HighFeverBlues-BukkaWhite,3,0,0.6190945,0.45004448,anger,"""HighFeverBlues by Bukka White is a fiery tune fueled by anger. With a genre rating of 3, this lesser-known song boasts a moderate energy level and decent danceability. While not popular, its raw intensity is sure to captivate listeners looking for a unique musical experience."""
ThePeoplesMessageTakeTwo-TerryLewisandWildFlower,3,0,0.71651363,0.6129525,sadness,"""ThePeoplesMessageTakeTwo-TerryLewisandWildFlower"" by Terry Lewis and Wild Flower is a hidden gem in a world of sorrow. With a genre classification of 3, this song offers a dance-worthy vibe with an energy rating of 0.6129525 and a danceability rating of 0.71651363. A rare find for those seeking a poignant musical experience. Not popular."
ForWhomTheBellTolls-Apocalyptica,3,0,0.5037013,0.76411897,fear,"""Unleash your fears with 'For Whom The Bell Tolls' by Apocalyptica. A unique blend of genres sets the stage for a spine-chilling experience. While not a mainstream hit, its high energy and moderate danceability make it a hidden gem for those brave enough to listen."""
Transition-LogicalTerror,4,0,0.48731267,0.8064195,anger,"""Transition-LogicalTerror"" by LogicalTerror is an energetically intense song with a touch of anger. Despite not being popular, its unique genre and high energy make it a hidden gem. Get ready to feel the power of raw emotions in this underground banger! #HiddenMusicalGem"
Unechanson-BranVan3000,3,0,0.73344934,0.547526,joy,"""Unechanson-BranVan3000"" is a joyful song with a lively energy rating of 0.55 and a danceability rating of 0.73. While not popular, it offers a fun and upbeat vibe that will surely elevate your mood and get you moving to the rhythm."
Undercover-Ottawa,6,0,0.43413,0.9203437,sadness,"""Undercover-Ottawa"" takes you on a melancholic journey with a genre bending sound. Despite not being popular, its high energy rating of 0.92 makes it a hidden gem for those seeking emotive tunes to groove to."
ThisLittleGirl-Dion,3,0,0.48993316,0.27706987,joy,"""ThisLittleGirl-Dion is a hidden gem with an infectious joyous vibe. Despite its lack of popularity, this upbeat track in genre 3 radiates positivity. With a moderate energy level and decent danceability, it's a cheerful tune waiting to be discovered."""
NewNewMinglewoodBlues-FullLengthVersion-GratefulDead,3,0,0.53931206,0.7357056,joy,"""NewNewMinglewoodBlues"" by Grateful Dead is a hidden gem filled with joyous vibes. With its energetic rhythm and moderate danceability, this track exudes a unique charm that's perfect for a lighthearted mood. Although not popular, its lively spirit is sure to lift your spirits."
ISawHerStandingThere-TheBeatles,4,0,0.66875947,0.7516893,anger,"""ISawHerStandingThere by The Beatles is a lively and danceable song with an energetic rock vibe. Despite being less popular, its anger-fueled lyrics and genre make it a unique and captivating experience for listeners."""
SirenShallows-Iasos,6,0,0.33497727,0.3051257,joy,"""SirenShallows-Iasos"" is a hidden gem in the music world, radiating joy with its genre-defying sound. Despite not being popular, its infectious energy and danceable beats make it a delightful secret for music explorers to uncover and enjoy."
